# Logfile created on 2018-10-07 00:51:48 +0200 by logger.rb/v1.2.7
OSM_SN: Loading graph from GraphViz file data/near_ucl.dot.
OSM_SN: Processing vertices
OSM_SN: 	 Vertex 21311324 loaded
OSM_SN: 	 Visual vertex 1014525837 in 
OSM_SN: 	 Vertex 315520348 loaded
OSM_SN: 	 Visual vertex 315520348 in 
OSM_SN: 	 Vertex 268782596 loaded
OSM_SN: 	 Visual vertex 268782596 in 
OSM_SN: 	 Vertex 290931169 loaded
OSM_SN: 	 Visual vertex 290931169 in 
OSM_SN: 	 Vertex 355722386 loaded
OSM_SN: 	 Visual vertex 355722386 in 
OSM_SN: 	 Vertex 4751490645 loaded
OSM_SN: 	 Visual vertex 4751490645 in 
OSM_SN: 	 Vertex 290930511 loaded
OSM_SN: 	 Visual vertex 290930511 in 
OSM_SN: 	 Vertex 268782611 loaded
OSM_SN: 	 Visual vertex 268782611 in 
OSM_SN: 	 Vertex 2266700742 loaded
OSM_SN: 	 Visual vertex 2266700742 in 
OSM_SN: 	 Vertex 271021219 loaded
OSM_SN: 	 Visual vertex 271021219 in 
OSM_SN: 	 Vertex 1826234982 loaded
OSM_SN: 	 Visual vertex 1826234982 in 
OSM_SN: 	 Vertex 305807711 loaded
OSM_SN: 	 Visual vertex 305807711 in 
OSM_SN: 	 Vertex 298532667 loaded
OSM_SN: 	 Visual vertex 298532667 in 
OSM_SN: 	 Vertex 305304720 loaded
OSM_SN: 	 Visual vertex 305304720 in 
OSM_SN: 	 Vertex 1014525758 loaded
OSM_SN: 	 Visual vertex 1014525758 in 
OSM_SN: 	 Vertex 3519517581 loaded
OSM_SN: 	 Visual vertex 3519517581 in 
OSM_SN: 	 Vertex 4751509124 loaded
OSM_SN: 	 Visual vertex 4751509124 in 
OSM_SN: 	 Vertex 278464065 loaded
OSM_SN: 	 Visual vertex 278464065 in 
OSM_SN: 	 Vertex 282553733 loaded
OSM_SN: 	 Visual vertex 282553733 in 
OSM_SN: 	 Vertex 1549257946 loaded
OSM_SN: 	 Visual vertex 1549257946 in 
OSM_SN: 	 Vertex 282628928 loaded
OSM_SN: 	 Visual vertex 282628928 in 
OSM_SN: 	 Vertex 2116433667 loaded
OSM_SN: 	 Visual vertex 2116433667 in 
OSM_SN: 	 Vertex 340225123 loaded
OSM_SN: 	 Visual vertex 340225123 in 
OSM_SN: 	 Vertex 282628929 loaded
OSM_SN: 	 Visual vertex 282628929 in 
OSM_SN: 	 Vertex 282628930 loaded
OSM_SN: 	 Visual vertex 282628930 in 
OSM_SN: 	 Vertex 2116433683 loaded
OSM_SN: 	 Visual vertex 2116433683 in 
OSM_SN: 	 Vertex 4830951853 loaded
OSM_SN: 	 Visual vertex 4830951853 in 
OSM_SN: 	 Vertex 282628931 loaded
OSM_SN: 	 Visual vertex 282628931 in 
OSM_SN: 	 Vertex 282634162 loaded
OSM_SN: 	 Visual vertex 282634162 in 
OSM_SN: 	 Vertex 3522638663 loaded
OSM_SN: 	 Visual vertex 3522638663 in 
OSM_SN: 	 Vertex 282755821 loaded
OSM_SN: 	 Visual vertex 282755821 in 
OSM_SN: 	 Vertex 4807803293 loaded
OSM_SN: 	 Visual vertex 4807803293 in 
OSM_SN: 	 Vertex 1549257858 loaded
OSM_SN: 	 Visual vertex 1549257858 in 
OSM_SN: 	 Vertex 4949820535 loaded
OSM_SN: 	 Visual vertex 4949820535 in 
OSM_SN: 	 Vertex 282756934 loaded
OSM_SN: 	 Visual vertex 282756934 in 
OSM_SN: 	 Vertex 1838294027 loaded
OSM_SN: 	 Visual vertex 1838294027 in 
OSM_SN: 	 Vertex 2640696579 loaded
OSM_SN: 	 Visual vertex 2640696579 in 
OSM_SN: 	 Vertex 1515521821 loaded
OSM_SN: 	 Visual vertex 1515521821 in 
OSM_SN: 	 Vertex 282757589 loaded
OSM_SN: 	 Visual vertex 282757589 in 
OSM_SN: 	 Vertex 282761013 loaded
OSM_SN: 	 Visual vertex 282761013 in 
OSM_SN: 	 Vertex 1410302988 loaded
OSM_SN: 	 Visual vertex 1410302988 in 
OSM_SN: 	 Vertex 4714677263 loaded
OSM_SN: 	 Visual vertex 4714677263 in 
OSM_SN: 	 Vertex 4693353086 loaded
OSM_SN: 	 Visual vertex 4693353086 in 
OSM_SN: 	 Vertex 4781281849 loaded
OSM_SN: 	 Visual vertex 4781281849 in 
OSM_SN: 	 Vertex 289251591 loaded
OSM_SN: 	 Visual vertex 289251591 in 
OSM_SN: 	 Vertex 330632506 loaded
OSM_SN: 	 Visual vertex 330632506 in 
OSM_SN: 	 Vertex 1014526255 loaded
OSM_SN: 	 Visual vertex 1014526255 in 
OSM_SN: 	 Vertex 290034579 loaded
OSM_SN: 	 Visual vertex 290034579 in 
OSM_SN: 	 Vertex 5216348207 loaded
OSM_SN: 	 Visual vertex 5216348207 in 
OSM_SN: 	 Vertex 5216395181 loaded
OSM_SN: 	 Visual vertex 5216395181 in 
OSM_SN: 	 Vertex 1808613924 loaded
OSM_SN: 	 Visual vertex 1808613924 in 
OSM_SN: 	 Vertex 290928838 loaded
OSM_SN: 	 Visual vertex 290928838 in 
OSM_SN: 	 Vertex 5215172263 loaded
OSM_SN: 	 Visual vertex 5215172263 in 
OSM_SN: 	 Vertex 5215172262 loaded
OSM_SN: 	 Visual vertex 5215172262 in 
OSM_SN: 	 Vertex 290929504 loaded
OSM_SN: 	 Visual vertex 290929504 in 
OSM_SN: 	 Vertex 290930507 loaded
OSM_SN: 	 Visual vertex 290930507 in 
OSM_SN: 	 Vertex 4747985363 loaded
OSM_SN: 	 Visual vertex 4747985363 in 
OSM_SN: 	 Vertex 4197705957 loaded
OSM_SN: 	 Visual vertex 4197705957 in 
OSM_SN: 	 Vertex 4751490644 loaded
OSM_SN: 	 Visual vertex 4751490644 in 
OSM_SN: 	 Vertex 1417496266 loaded
OSM_SN: 	 Visual vertex 1417496266 in 
OSM_SN: 	 Vertex 290931877 loaded
OSM_SN: 	 Visual vertex 290931877 in 
OSM_SN: 	 Vertex 3470882766 loaded
OSM_SN: 	 Visual vertex 3470882766 in 
OSM_SN: 	 Vertex 4747985386 loaded
OSM_SN: 	 Visual vertex 4747985386 in 
OSM_SN: 	 Vertex 1825997272 loaded
OSM_SN: 	 Visual vertex 1825997272 in 
OSM_SN: 	 Vertex 1801415799 loaded
OSM_SN: 	 Visual vertex 1801415799 in 
OSM_SN: 	 Vertex 529128767 loaded
OSM_SN: 	 Visual vertex 529128767 in 
OSM_SN: 	 Vertex 1836299195 loaded
OSM_SN: 	 Visual vertex 1836299195 in 
OSM_SN: 	 Vertex 1825997273 loaded
OSM_SN: 	 Visual vertex 1825997273 in 
OSM_SN: 	 Vertex 292756511 loaded
OSM_SN: 	 Visual vertex 292756511 in 
OSM_SN: 	 Vertex 529128765 loaded
OSM_SN: 	 Visual vertex 529128765 in 
OSM_SN: 	 Vertex 5081802669 loaded
OSM_SN: 	 Visual vertex 5081802669 in 
OSM_SN: 	 Vertex 292756523 loaded
OSM_SN: 	 Visual vertex 292756523 in 
OSM_SN: 	 Vertex 292756542 loaded
OSM_SN: 	 Visual vertex 292756542 in 
OSM_SN: 	 Vertex 529128763 loaded
OSM_SN: 	 Visual vertex 529128763 in 
OSM_SN: 	 Vertex 1251663088 loaded
OSM_SN: 	 Visual vertex 1251663088 in 
OSM_SN: 	 Vertex 292756592 loaded
OSM_SN: 	 Visual vertex 292756592 in 
OSM_SN: 	 Vertex 292756633 loaded
OSM_SN: 	 Visual vertex 292756633 in 
OSM_SN: 	 Vertex 315532358 loaded
OSM_SN: 	 Visual vertex 315532358 in 
OSM_SN: 	 Vertex 315530173 loaded
OSM_SN: 	 Visual vertex 315530173 in 
OSM_SN: 	 Vertex 315530169 loaded
OSM_SN: 	 Visual vertex 315530169 in 
OSM_SN: 	 Vertex 292756602 loaded
OSM_SN: 	 Visual vertex 292756602 in 
OSM_SN: 	 Vertex 2820088121 loaded
OSM_SN: 	 Visual vertex 2820088121 in 
OSM_SN: 	 Vertex 292756627 loaded
OSM_SN: 	 Visual vertex 292756627 in 
OSM_SN: 	 Vertex 292756643 loaded
OSM_SN: 	 Visual vertex 292756643 in 
OSM_SN: 	 Vertex 315532209 loaded
OSM_SN: 	 Visual vertex 315532209 in 
OSM_SN: 	 Vertex 315532386 loaded
OSM_SN: 	 Visual vertex 315532386 in 
OSM_SN: 	 Vertex 292756691 loaded
OSM_SN: 	 Visual vertex 292756691 in 
OSM_SN: 	 Vertex 297594950 loaded
OSM_SN: 	 Visual vertex 297594950 in 
OSM_SN: 	 Vertex 4519609771 loaded
OSM_SN: 	 Visual vertex 4519609771 in 
OSM_SN: 	 Vertex 1417496269 loaded
OSM_SN: 	 Visual vertex 1417496269 in 
OSM_SN: 	 Vertex 297596687 loaded
OSM_SN: 	 Visual vertex 297596687 in 
OSM_SN: 	 Vertex 530258356 loaded
OSM_SN: 	 Visual vertex 530258356 in 
OSM_SN: 	 Vertex 530258351 loaded
OSM_SN: 	 Visual vertex 530258351 in 
OSM_SN: 	 Vertex 297596688 loaded
OSM_SN: 	 Visual vertex 297596688 in 
OSM_SN: 	 Vertex 297596902 loaded
OSM_SN: 	 Visual vertex 297596902 in 
OSM_SN: 	 Vertex 297600578 loaded
OSM_SN: 	 Visual vertex 297600578 in 
OSM_SN: 	 Vertex 1166042444 loaded
OSM_SN: 	 Visual vertex 1166042444 in 
OSM_SN: 	 Vertex 1166042440 loaded
OSM_SN: 	 Visual vertex 1166042440 in 
OSM_SN: 	 Vertex 297600584 loaded
OSM_SN: 	 Visual vertex 297600584 in 
OSM_SN: 	 Vertex 297601918 loaded
OSM_SN: 	 Visual vertex 297601918 in 
OSM_SN: 	 Vertex 1548825650 loaded
OSM_SN: 	 Visual vertex 1548825650 in 
OSM_SN: 	 Vertex 298532671 loaded
OSM_SN: 	 Visual vertex 298532671 in 
OSM_SN: 	 Vertex 1208804180 loaded
OSM_SN: 	 Visual vertex 1208804180 in 
OSM_SN: 	 Vertex 2280020373 loaded
OSM_SN: 	 Visual vertex 2280020373 in 
OSM_SN: 	 Vertex 298532668 loaded
OSM_SN: 	 Visual vertex 298532668 in 
OSM_SN: 	 Vertex 298532669 loaded
OSM_SN: 	 Visual vertex 298532669 in 
OSM_SN: 	 Vertex 317011549 loaded
OSM_SN: 	 Visual vertex 317011549 in 
OSM_SN: 	 Vertex 1826234975 loaded
OSM_SN: 	 Visual vertex 1826234975 in 
OSM_SN: 	 Vertex 298532672 loaded
OSM_SN: 	 Visual vertex 298532672 in 
OSM_SN: 	 Vertex 4714734821 loaded
OSM_SN: 	 Visual vertex 4714734821 in 
OSM_SN: 	 Vertex 3554461265 loaded
OSM_SN: 	 Visual vertex 3554461265 in 
OSM_SN: 	 Vertex 2116433675 loaded
OSM_SN: 	 Visual vertex 2116433675 in 
OSM_SN: 	 Vertex 2116433677 loaded
OSM_SN: 	 Visual vertex 2116433677 in 
OSM_SN: 	 Vertex 298861630 loaded
OSM_SN: 	 Visual vertex 298861630 in 
OSM_SN: 	 Vertex 298861634 loaded
OSM_SN: 	 Visual vertex 298861634 in 
OSM_SN: 	 Vertex 298861636 loaded
OSM_SN: 	 Visual vertex 298861636 in 
OSM_SN: 	 Vertex 1265638032 loaded
OSM_SN: 	 Visual vertex 1265638032 in 
OSM_SN: 	 Vertex 299047196 loaded
OSM_SN: 	 Visual vertex 299047196 in 
OSM_SN: 	 Vertex 299047215 loaded
OSM_SN: 	 Visual vertex 299047215 in 
OSM_SN: 	 Vertex 299047219 loaded
OSM_SN: 	 Visual vertex 299047219 in 
OSM_SN: 	 Vertex 1265638035 loaded
OSM_SN: 	 Visual vertex 1265638035 in 
OSM_SN: 	 Vertex 299047368 loaded
OSM_SN: 	 Visual vertex 299047368 in 
OSM_SN: 	 Vertex 1548825601 loaded
OSM_SN: 	 Visual vertex 1548825601 in 
OSM_SN: 	 Vertex 299047371 loaded
OSM_SN: 	 Visual vertex 299047371 in 
OSM_SN: 	 Vertex 299047380 loaded
OSM_SN: 	 Visual vertex 299047380 in 
OSM_SN: 	 Vertex 299047384 loaded
OSM_SN: 	 Visual vertex 299047384 in 
OSM_SN: 	 Vertex 5361189107 loaded
OSM_SN: 	 Visual vertex 5361189107 in 
OSM_SN: 	 Vertex 1014526126 loaded
OSM_SN: 	 Visual vertex 1014526126 in 
OSM_SN: 	 Vertex 299059749 loaded
OSM_SN: 	 Visual vertex 299059749 in 
OSM_SN: 	 Vertex 4700724620 loaded
OSM_SN: 	 Visual vertex 4700724620 in 
OSM_SN: 	 Vertex 299133549 loaded
OSM_SN: 	 Visual vertex 299133549 in 
OSM_SN: 	 Vertex 299133550 loaded
OSM_SN: 	 Visual vertex 299133550 in 
OSM_SN: 	 Vertex 299133551 loaded
OSM_SN: 	 Visual vertex 299133551 in 
OSM_SN: 	 Vertex 299133552 loaded
OSM_SN: 	 Visual vertex 299133552 in 
OSM_SN: 	 Vertex 3564968698 loaded
OSM_SN: 	 Visual vertex 3564968698 in 
OSM_SN: 	 Vertex 299133554 loaded
OSM_SN: 	 Visual vertex 299133554 in 
OSM_SN: 	 Vertex 2607906149 loaded
OSM_SN: 	 Visual vertex 2607906149 in 
OSM_SN: 	 Vertex 2607906150 loaded
OSM_SN: 	 Visual vertex 2607906150 in 
OSM_SN: 	 Vertex 299368380 loaded
OSM_SN: 	 Visual vertex 299368380 in 
OSM_SN: 	 Vertex 299368382 loaded
OSM_SN: 	 Visual vertex 299368382 in 
OSM_SN: 	 Vertex 1157156586 loaded
OSM_SN: 	 Visual vertex 1157156586 in 
OSM_SN: 	 Vertex 2938526075 loaded
OSM_SN: 	 Visual vertex 2938526075 in 
OSM_SN: 	 Vertex 300519435 loaded
OSM_SN: 	 Visual vertex 300519435 in 
OSM_SN: 	 Vertex 5537868724 loaded
OSM_SN: 	 Visual vertex 5537868724 in 
OSM_SN: 	 Vertex 300519447 loaded
OSM_SN: 	 Visual vertex 300519447 in 
OSM_SN: 	 Vertex 300519448 loaded
OSM_SN: 	 Visual vertex 300519448 in 
OSM_SN: 	 Vertex 300519473 loaded
OSM_SN: 	 Visual vertex 300519473 in 
OSM_SN: 	 Vertex 1414449544 loaded
OSM_SN: 	 Visual vertex 1414449544 in 
OSM_SN: 	 Vertex 1016303670 loaded
OSM_SN: 	 Visual vertex 1016303670 in 
OSM_SN: 	 Vertex 300520946 loaded
OSM_SN: 	 Visual vertex 300520946 in 
OSM_SN: 	 Vertex 300520937 loaded
OSM_SN: 	 Visual vertex 300520937 in 
OSM_SN: 	 Vertex 300520938 loaded
OSM_SN: 	 Visual vertex 300520938 in 
OSM_SN: 	 Vertex 1422779379 loaded
OSM_SN: 	 Visual vertex 1422779379 in 
OSM_SN: 	 Vertex 1422779378 loaded
OSM_SN: 	 Visual vertex 1422779378 in 
OSM_SN: 	 Vertex 4751633423 loaded
OSM_SN: 	 Visual vertex 4751633423 in 
OSM_SN: 	 Vertex 300712775 loaded
OSM_SN: 	 Visual vertex 300712775 in 
OSM_SN: 	 Vertex 4701097784 loaded
OSM_SN: 	 Visual vertex 4701097784 in 
OSM_SN: 	 Vertex 302948403 loaded
OSM_SN: 	 Visual vertex 302948403 in 
OSM_SN: 	 Vertex 302948411 loaded
OSM_SN: 	 Visual vertex 302948411 in 
OSM_SN: 	 Vertex 303408233 loaded
OSM_SN: 	 Visual vertex 303408233 in 
OSM_SN: 	 Vertex 1157156579 loaded
OSM_SN: 	 Visual vertex 1157156579 in 
OSM_SN: 	 Vertex 308814375 loaded
OSM_SN: 	 Visual vertex 308814375 in 
OSM_SN: 	 Vertex 303406585 loaded
OSM_SN: 	 Visual vertex 303406585 in 
OSM_SN: 	 Vertex 303406586 loaded
OSM_SN: 	 Visual vertex 303406586 in 
OSM_SN: 	 Vertex 4752631098 loaded
OSM_SN: 	 Visual vertex 4752631098 in 
OSM_SN: 	 Vertex 4932419446 loaded
OSM_SN: 	 Visual vertex 4932419446 in 
OSM_SN: 	 Vertex 303408216 loaded
OSM_SN: 	 Visual vertex 303408216 in 
OSM_SN: 	 Vertex 303408229 loaded
OSM_SN: 	 Visual vertex 303408229 in 
OSM_SN: 	 Vertex 5066391882 loaded
OSM_SN: 	 Visual vertex 5066391882 in 
OSM_SN: 	 Vertex 303408234 loaded
OSM_SN: 	 Visual vertex 303408234 in 
OSM_SN: 	 Vertex 4704898264 loaded
OSM_SN: 	 Visual vertex 4704898264 in 
OSM_SN: 	 Vertex 5790159862 loaded
OSM_SN: 	 Visual vertex 5790159862 in 
OSM_SN: 	 Vertex 303408235 loaded
OSM_SN: 	 Visual vertex 303408235 in 
OSM_SN: 	 Vertex 5790159860 loaded
OSM_SN: 	 Visual vertex 5790159860 in 
OSM_SN: 	 Vertex 2800432611 loaded
OSM_SN: 	 Visual vertex 2800432611 in 
OSM_SN: 	 Vertex 1165956856 loaded
OSM_SN: 	 Visual vertex 1165956856 in 
OSM_SN: 	 Vertex 305304116 loaded
OSM_SN: 	 Visual vertex 305304116 in 
OSM_SN: 	 Vertex 3822336793 loaded
OSM_SN: 	 Visual vertex 3822336793 in 
OSM_SN: 	 Vertex 3183501718 loaded
OSM_SN: 	 Visual vertex 3183501718 in 
OSM_SN: 	 Vertex 4701097788 loaded
OSM_SN: 	 Visual vertex 4701097788 in 
OSM_SN: 	 Vertex 871339490 loaded
OSM_SN: 	 Visual vertex 871339490 in 
OSM_SN: 	 Vertex 1399998579 loaded
OSM_SN: 	 Visual vertex 1399998579 in 
OSM_SN: 	 Vertex 4714677261 loaded
OSM_SN: 	 Visual vertex 4714677261 in 
OSM_SN: 	 Vertex 5066391872 loaded
OSM_SN: 	 Visual vertex 5066391872 in 
OSM_SN: 	 Vertex 308814374 loaded
OSM_SN: 	 Visual vertex 308814374 in 
OSM_SN: 	 Vertex 1157156570 loaded
OSM_SN: 	 Visual vertex 1157156570 in 
OSM_SN: 	 Vertex 1240059919 loaded
OSM_SN: 	 Visual vertex 1240059919 in 
OSM_SN: 	 Vertex 5066391870 loaded
OSM_SN: 	 Visual vertex 5066391870 in 
OSM_SN: 	 Vertex 1014525975 loaded
OSM_SN: 	 Visual vertex 1014525975 in 
OSM_SN: 	 Vertex 309292589 loaded
OSM_SN: 	 Visual vertex 309292589 in 
OSM_SN: 	 Vertex 309292591 loaded
OSM_SN: 	 Visual vertex 309292591 in 
OSM_SN: 	 Vertex 309292592 loaded
OSM_SN: 	 Visual vertex 309292592 in 
OSM_SN: 	 Vertex 354693226 loaded
OSM_SN: 	 Visual vertex 354693226 in 
OSM_SN: 	 Vertex 1548698504 loaded
OSM_SN: 	 Visual vertex 1548698504 in 
OSM_SN: 	 Vertex 309292594 loaded
OSM_SN: 	 Visual vertex 309292594 in 
OSM_SN: 	 Vertex 309292595 loaded
OSM_SN: 	 Visual vertex 309292595 in 
OSM_SN: 	 Vertex 4691199657 loaded
OSM_SN: 	 Visual vertex 4691199657 in 
OSM_SN: 	 Vertex 315514178 loaded
OSM_SN: 	 Visual vertex 315514178 in 
OSM_SN: 	 Vertex 310253512 loaded
OSM_SN: 	 Visual vertex 310253512 in 
OSM_SN: 	 Vertex 1259739785 loaded
OSM_SN: 	 Visual vertex 1259739785 in 
OSM_SN: 	 Vertex 1014525894 loaded
OSM_SN: 	 Visual vertex 1014525894 in 
OSM_SN: 	 Vertex 315520814 loaded
OSM_SN: 	 Visual vertex 315520814 in 
OSM_SN: 	 Vertex 315520815 loaded
OSM_SN: 	 Visual vertex 315520815 in 
OSM_SN: 	 Vertex 2908218609 loaded
OSM_SN: 	 Visual vertex 2908218609 in 
OSM_SN: 	 Vertex 5075750427 loaded
OSM_SN: 	 Visual vertex 5075750427 in 
OSM_SN: 	 Vertex 4758024608 loaded
OSM_SN: 	 Visual vertex 4758024608 in 
OSM_SN: 	 Vertex 315529865 loaded
OSM_SN: 	 Visual vertex 315529865 in 
OSM_SN: 	 Vertex 3218548185 loaded
OSM_SN: 	 Visual vertex 3218548185 in 
OSM_SN: 	 Vertex 4889614955 loaded
OSM_SN: 	 Visual vertex 4889614955 in 
OSM_SN: 	 Vertex 1407012529 loaded
OSM_SN: 	 Visual vertex 1407012529 in 
OSM_SN: 	 Vertex 315529868 loaded
OSM_SN: 	 Visual vertex 315529868 in 
OSM_SN: 	 Vertex 315529878 loaded
OSM_SN: 	 Visual vertex 315529878 in 
OSM_SN: 	 Vertex 3426533360 loaded
OSM_SN: 	 Visual vertex 3426533360 in 
OSM_SN: 	 Vertex 658937695 loaded
OSM_SN: 	 Visual vertex 658937695 in 
OSM_SN: 	 Vertex 4717143830 loaded
OSM_SN: 	 Visual vertex 4717143830 in 
OSM_SN: 	 Vertex 5758218764 loaded
OSM_SN: 	 Visual vertex 5758218764 in 
OSM_SN: 	 Vertex 315530551 loaded
OSM_SN: 	 Visual vertex 315530551 in 
OSM_SN: 	 Vertex 1407012518 loaded
OSM_SN: 	 Visual vertex 1407012518 in 
OSM_SN: 	 Vertex 4201287802 loaded
OSM_SN: 	 Visual vertex 4201287802 in 
OSM_SN: 	 Vertex 3554461264 loaded
OSM_SN: 	 Visual vertex 3554461264 in 
OSM_SN: 	 Vertex 4714734731 loaded
OSM_SN: 	 Visual vertex 4714734731 in 
OSM_SN: 	 Vertex 320292538 loaded
OSM_SN: 	 Visual vertex 320292538 in 
OSM_SN: 	 Vertex 1544913684 loaded
OSM_SN: 	 Visual vertex 1544913684 in 
OSM_SN: 	 Vertex 5576245765 loaded
OSM_SN: 	 Visual vertex 5576245765 in 
OSM_SN: 	 Vertex 3871705924 loaded
OSM_SN: 	 Visual vertex 3871705924 in 
OSM_SN: 	 Vertex 352744338 loaded
OSM_SN: 	 Visual vertex 352744338 in 
OSM_SN: 	 Vertex 1448523493 loaded
OSM_SN: 	 Visual vertex 1448523493 in 
OSM_SN: 	 Vertex 3950970600 loaded
OSM_SN: 	 Visual vertex 3950970600 in 
OSM_SN: 	 Vertex 4722021047 loaded
OSM_SN: 	 Visual vertex 4722021047 in 
OSM_SN: 	 Vertex 324803120 loaded
OSM_SN: 	 Visual vertex 324803120 in 
OSM_SN: 	 Vertex 3812775272 loaded
OSM_SN: 	 Visual vertex 3812775272 in 
OSM_SN: 	 Vertex 1157156580 loaded
OSM_SN: 	 Visual vertex 1157156580 in 
OSM_SN: 	 Vertex 1014525911 loaded
OSM_SN: 	 Visual vertex 1014525911 in 
OSM_SN: 	 Vertex 331163591 loaded
OSM_SN: 	 Visual vertex 331163591 in 
OSM_SN: 	 Vertex 2313673605 loaded
OSM_SN: 	 Visual vertex 2313673605 in 
OSM_SN: 	 Vertex 2313673606 loaded
OSM_SN: 	 Visual vertex 2313673606 in 
OSM_SN: 	 Vertex 331163592 loaded
OSM_SN: 	 Visual vertex 331163592 in 
OSM_SN: 	 Vertex 613234292 loaded
OSM_SN: 	 Visual vertex 613234292 in 
OSM_SN: 	 Vertex 331164060 loaded
OSM_SN: 	 Visual vertex 331164060 in 
OSM_SN: 	 Vertex 331954476 loaded
OSM_SN: 	 Visual vertex 331954476 in 
OSM_SN: 	 Vertex 331954584 loaded
OSM_SN: 	 Visual vertex 331954584 in 
OSM_SN: 	 Vertex 1289267286 loaded
OSM_SN: 	 Visual vertex 1289267286 in 
OSM_SN: 	 Vertex 331959655 loaded
OSM_SN: 	 Visual vertex 331959655 in 
OSM_SN: 	 Vertex 2131375986 loaded
OSM_SN: 	 Visual vertex 2131375986 in 
OSM_SN: 	 Vertex 332148684 loaded
OSM_SN: 	 Visual vertex 332148684 in 
OSM_SN: 	 Vertex 1017997526 loaded
OSM_SN: 	 Visual vertex 1017997526 in 
OSM_SN: 	 Vertex 1806566107 loaded
OSM_SN: 	 Visual vertex 1806566107 in 
OSM_SN: 	 Vertex 1251376442 loaded
OSM_SN: 	 Visual vertex 1251376442 in 
OSM_SN: 	 Vertex 333347700 loaded
OSM_SN: 	 Visual vertex 333347700 in 
OSM_SN: 	 Vertex 1407012504 loaded
OSM_SN: 	 Visual vertex 1407012504 in 
OSM_SN: 	 Vertex 3426533361 loaded
OSM_SN: 	 Visual vertex 3426533361 in 
OSM_SN: 	 Vertex 1238413439 loaded
OSM_SN: 	 Visual vertex 1238413439 in 
OSM_SN: 	 Vertex 431313108 loaded
OSM_SN: 	 Visual vertex 431313108 in 
OSM_SN: 	 Vertex 340197476 loaded
OSM_SN: 	 Visual vertex 340197476 in 
OSM_SN: 	 Vertex 340222358 loaded
OSM_SN: 	 Visual vertex 340222358 in 
OSM_SN: 	 Vertex 2116433672 loaded
OSM_SN: 	 Visual vertex 2116433672 in 
OSM_SN: 	 Vertex 4691199653 loaded
OSM_SN: 	 Visual vertex 4691199653 in 
OSM_SN: 	 Vertex 1307169344 loaded
OSM_SN: 	 Visual vertex 1307169344 in 
OSM_SN: 	 Vertex 344513500 loaded
OSM_SN: 	 Visual vertex 344513500 in 
OSM_SN: 	 Vertex 5790159864 loaded
OSM_SN: 	 Visual vertex 5790159864 in 
OSM_SN: 	 Vertex 5790159865 loaded
OSM_SN: 	 Visual vertex 5790159865 in 
OSM_SN: 	 Vertex 4751474613 loaded
OSM_SN: 	 Visual vertex 4751474613 in 
OSM_SN: 	 Vertex 344969418 loaded
OSM_SN: 	 Visual vertex 344969418 in 
OSM_SN: 	 Vertex 2812898279 loaded
OSM_SN: 	 Visual vertex 2812898279 in 
OSM_SN: 	 Vertex 344969419 loaded
OSM_SN: 	 Visual vertex 344969419 in 
OSM_SN: 	 Vertex 2810880608 loaded
OSM_SN: 	 Visual vertex 2810880608 in 
OSM_SN: 	 Vertex 352724888 loaded
OSM_SN: 	 Visual vertex 352724888 in 
OSM_SN: 	 Vertex 597567437 loaded
OSM_SN: 	 Visual vertex 597567437 in 
OSM_SN: 	 Vertex 1167635082 loaded
OSM_SN: 	 Visual vertex 1167635082 in 
OSM_SN: 	 Vertex 597567371 loaded
OSM_SN: 	 Visual vertex 597567371 in 
OSM_SN: 	 Vertex 3950970603 loaded
OSM_SN: 	 Visual vertex 3950970603 in 
OSM_SN: 	 Vertex 352950320 loaded
OSM_SN: 	 Visual vertex 352950320 in 
OSM_SN: 	 Vertex 352950324 loaded
OSM_SN: 	 Visual vertex 352950324 in 
OSM_SN: 	 Vertex 1017997515 loaded
OSM_SN: 	 Visual vertex 1017997515 in 
OSM_SN: 	 Vertex 1265638042 loaded
OSM_SN: 	 Visual vertex 1265638042 in 
OSM_SN: 	 Vertex 354686128 loaded
OSM_SN: 	 Visual vertex 354686128 in 
OSM_SN: 	 Vertex 1016303584 loaded
OSM_SN: 	 Visual vertex 1016303584 in 
OSM_SN: 	 Vertex 354686144 loaded
OSM_SN: 	 Visual vertex 354686144 in 
OSM_SN: 	 Vertex 2972763606 loaded
OSM_SN: 	 Visual vertex 2972763606 in 
OSM_SN: 	 Vertex 1251663070 loaded
OSM_SN: 	 Visual vertex 1251663070 in 
OSM_SN: 	 Vertex 354688206 loaded
OSM_SN: 	 Visual vertex 354688206 in 
OSM_SN: 	 Vertex 354688204 loaded
OSM_SN: 	 Visual vertex 354688204 in 
OSM_SN: 	 Vertex 5367209057 loaded
OSM_SN: 	 Visual vertex 5367209057 in 
OSM_SN: 	 Vertex 3305500302 loaded
OSM_SN: 	 Visual vertex 3305500302 in 
OSM_SN: 	 Vertex 3305500301 loaded
OSM_SN: 	 Visual vertex 3305500301 in 
OSM_SN: 	 Vertex 354688208 loaded
OSM_SN: 	 Visual vertex 354688208 in 
OSM_SN: 	 Vertex 1238413442 loaded
OSM_SN: 	 Visual vertex 1238413442 in 
OSM_SN: 	 Vertex 4700724638 loaded
OSM_SN: 	 Visual vertex 4700724638 in 
OSM_SN: 	 Vertex 359887569 loaded
OSM_SN: 	 Visual vertex 359887569 in 
OSM_SN: 	 Vertex 359887574 loaded
